State,City,Venue,,Zone,Section,Row,Qty,Price
TX,Dallas,American Airlines Center,08/23/24,Floor,14,H,2,402.93
TX,Dallas,American Airlines Center,08/23/24,Upper,327,T,1,54.42
TX,Dallas,American Airlines Center,08/23/24,Floor,10,O,1,369
TX,Dallas,American Airlines Center,08/23/24,Floor,15,E,1,241.76
TX,Dallas,American Airlines Center,08/23/24,Upper,318,H,2,101.43
TX,Dallas,American Airlines Center,08/23/24,Upper,318,H,2,95.85
TX,Dallas,American Airlines Center,08/23/24,Upper,318,H,2,92.45
TX,Dallas,American Airlines Center,08/21/24,Floor,14,H,4,381.28
TX,Dallas,American Airlines Center,08/20/24,Lower,118,W,2,166.32
TX,Dallas,American Airlines Center,08/20/24,Lower,114,B,1,307.93
TX,Dallas,American Airlines Center,08/20/24,Upper,309,N,1,54.37
TX,Dallas,American Airlines Center,08/17/24,Upper,318,K,1,81.84
TX,Dallas,American Airlines Center,08/17/24,Upper,316,D,2,108.89
TX,Dallas,American Airlines Center,08/17/24,Lower,112,S,2,129.01
TX,Dallas,American Airlines Center,08/16/24,Lower,107,V,2,164.64
TX,Dallas,American Airlines Center,08/15/24,Upper,309,M,1,82.64
TX,Dallas,American Airlines Center,08/15/24,Floor,14,H,1,356.91
TX,Dallas,American Airlines Center,08/15/24,Floor,14,G,1,287.11
TX,Dallas,American Airlines Center,08/14/24,Middle,212,A,2,137.43
TX,Dallas,American Airlines Center,08/13/24,Upper,325,T,2,112.78
TX,Dallas,American Airlines Center,08/12/24,Upper,325,T,1,58.93
TX,Dallas,American Airlines Center,08/12/24,Upper,325,T,2,93.19
TX,Dallas,American Airlines Center,08/12/24,Floor,14,L,1,245.64
TX,Dallas,American Airlines Center,08/10/24,Middle,218,B,2,203.03
TX,Dallas,American Airlines Center,08/10/24,Lower,111,P,1,208.07
TX,Dallas,American Airlines Center,08/10/24,Upper,324,M,1,149.86
TX,Dallas,American Airlines Center,08/10/24,Lower,114,A,1,245.34
TX,Dallas,American Airlines Center,08/10/24,Floor,13,D,5,331.09
TX,Dallas,American Airlines Center,07/24/24,Upper,325,R,1,94.84
TX,Dallas,American Airlines Center,07/20/24,Upper,318,D,2,116.18
TX,Dallas,American Airlines Center,07/19/24,Floor,13,C,1,316.03
TX,Dallas,American Airlines Center,07/16/24,Lower,118,T,2,258.42
TX,Dallas,American Airlines Center,07/15/24,Upper,308,M,2,84.74
TX,Dallas,American Airlines Center,07/15/24,Upper,308,M,2,94.02
TX,Dallas,American Airlines Center,07/14/24,Floor,12,L,1,447.17
TX,Dallas,American Airlines Center,07/14/24,Floor,18,B,1,186.65
TX,Dallas,American Airlines Center,07/14/24,Lower,108,N,2,163.29
TX,Dallas,American Airlines Center,07/14/24,Floor,18,B,2,176.41
TX,Dallas,American Airlines Center,07/13/24,Lower,112,N,3,186.43
TX,Dallas,American Airlines Center,07/12/24,Lower,113,R,2,177.25
TX,Dallas,American Airlines Center,07/06/24,Floor,15,J,2,309.55
TX,Dallas,American Airlines Center,07/06/24,Floor,14,J,2,282.63
TX,Dallas,American Airlines Center,07/02/24,Lower,114,C,2,175.57
TX,Dallas,American Airlines Center,07/01/24,Upper,327,R,2,80.35
TX,Dallas,American Airlines Center,06/28/24,Upper,311,N,2,70.63
TX,Dallas,American Airlines Center,06/28/24,Lower,117,C,1,180.65
TX,Dallas,American Airlines Center,06/26/24,Lower,112,R,2,163.14
TX,Dallas,American Airlines Center,06/24/24,Lower,106,D,1,309.7
TX,Dallas,American Airlines Center,06/24/24,Upper,318,B,3,108.02
TX,Dallas,American Airlines Center,06/21/24,Floor,14,L,1,278.14
TX,Dallas,American Airlines Center,06/07/24,Lower,111,A,2,182.4
TX,Dallas,American Airlines Center,06/07/24,Upper,318,C,2,113.99
TX,Dallas,American Airlines Center,06/05/24,Upper,318,D,1,114.62
TX,Dallas,American Airlines Center,06/05/24,Lower,113,P,4,169.38
TX,Dallas,American Airlines Center,06/04/24,Upper,314,L,2,114.79
TX,Dallas,American Airlines Center,06/04/24,Upper,328,R,1,93.79
TX,Dallas,American Airlines Center,06/02/24,Lower,107,H,3,308.86
TX,Dallas,American Airlines Center,06/01/24,Upper,325,S,1,98.24
TX,Dallas,American Airlines Center,06/01/24,Floor,14,K,1,426.19
TX,Dallas,American Airlines Center,06/01/24,Upper,329,T,2,197.3
TX,Dallas,American Airlines Center,06/01/24,Upper,320,A,2,135.7
TX,Dallas,American Airlines Center,06/01/24,Lower,113,S,2,300.53
TX,Dallas,American Airlines Center,06/01/24,Upper,310,M,7,109.51
TX,Dallas,American Airlines Center,05/31/24,Lower,114,X,2,390.55
TX,Dallas,American Airlines Center,05/31/24,Upper,321,N,2,172.71
TX,Dallas,American Airlines Center,05/31/24,Upper,324,T,2,181.38
TX,Dallas,American Airlines Center,05/31/24,Upper,318,B,2,173.16
TX,Dallas,American Airlines Center,05/31/24,Lower,113,D,2,304.7
TX,Dallas,American Airlines Center,05/31/24,Lower,107,R,4,345.49
TX,Dallas,American Airlines Center,05/31/24,Floor,13,F,2,495.34
TX,Dallas,American Airlines Center,05/31/24,Lower,111,O,4,274.72
TX,Dallas,American Airlines Center,05/31/24,Floor,13,O,4,534.46
TX,Dallas,American Airlines Center,05/31/24,Upper,313,M,2,164.84
TX,Dallas,American Airlines Center,05/31/24,Lower,111,V,2,288.04
TX,Dallas,American Airlines Center,05/31/24,Floor,13,C,4,600.23
TX,Dallas,American Airlines Center,05/31/24,Floor,13,F,2,510.32
TX,Dallas,American Airlines Center,05/31/24,Lower,111,C,2,292.21
TX,Dallas,American Airlines Center,05/31/24,Lower,115,X,2,278.89
TX,Dallas,American Airlines Center,05/31/24,Upper,318,B,2,177.32
TX,Dallas,American Airlines Center,05/31/24,Lower,111,C,2,168.96
TX,Dallas,American Airlines Center,05/31/24,Lower,114,T,2,164.73
TX,Dallas,American Airlines Center,05/31/24,Lower,114,B,2,317.85
TX,Dallas,American Airlines Center,05/31/24,Middle,211,C,2,188.42
TX,Dallas,American Airlines Center,05/31/24,Lower,118,S,1,269.55
TX,Dallas,American Airlines Center,05/31/24,Lower,113,C,2,210.02
TX,Dallas,American Airlines Center,05/31/24,Lower,114,U,2,173.89
TX,Dallas,American Airlines Center,05/31/24,Upper,329,B,2,121.67
TX,Dallas,American Airlines Center,05/31/24,Lower,107,U,4,211.2
TX,Dallas,American Airlines Center,05/30/24,Upper,327,R,2,96.66
TX,Dallas,American Airlines Center,05/30/24,Lower,117,P,2,183.94
TX,Dallas,American Airlines Center,05/30/24,Lower,118,Z,5,197.72
TX,Dallas,American Airlines Center,05/30/24,Lower,119,M,7,293.78
TX,Dallas,American Airlines Center,05/30/24,Lower,111,S,4,176.37
TX,Dallas,American Airlines Center,05/30/24,Upper,315,F,7,160.05
TX,Dallas,American Airlines Center,05/30/24,Lower,118,S,6,246.03
TX,Dallas,American Airlines Center,05/30/24,Floor,13,P,3,303.3
TX,Dallas,American Airlines Center,05/30/24,Lower,113,P,6,233.9
TX,Dallas,American Airlines Center,05/30/24,Lower,113,R,2,196.26
TX,Dallas,American Airlines Center,05/30/24,Upper,310,L,3,136.68
TX,Dallas,American Airlines Center,05/30/24,Lower,109,C,3,217.39
TX,Dallas,American Airlines Center,05/30/24,Upper,324,T,1,89.08
TX,San Antonio,Frost Bank Center,09/01/24,Floor,F1,6,1,382.14
TX,San Antonio,Frost Bank Center,09/01/24,Floor,F4,6,1,279.72
TX,San Antonio,Frost Bank Center,09/01/24,Lower,20,7,2,274.35
TX,San Antonio,Frost Bank Center,09/01/24,Lower,6,8,1,163.13
TX,San Antonio,Frost Bank Center,09/01/24,Lower,24,7,2,197.5
TX,San Antonio,Frost Bank Center,09/01/24,Lower,22,10,3,216.3
TX,San Antonio,Frost Bank Center,09/01/24,Lower,20,7,4,287.04
TX,San Antonio,Frost Bank Center,09/01/24,Lower,20,7,3,289.71
TX,San Antonio,Frost Bank Center,09/01/24,Plaza,128,33,2,117.93
TX,San Antonio,Frost Bank Center,09/01/24,Plaza,104,25,2,138.67
TX,San Antonio,Frost Bank Center,09/01/24,Plaza,122,24,2,131.56
TX,San Antonio,Frost Bank Center,08/31/24,Plaza,126,21,1,113.35
TX,San Antonio,Frost Bank Center,08/31/24,Balcony,227,17,1,47.88
TX,San Antonio,Frost Bank Center,08/30/24,Floor,F3,5,2,375.83
TX,San Antonio,Frost Bank Center,08/30/24,Floor,F3,5,2,382.14
TX,San Antonio,Frost Bank Center,08/30/24,Lower,10,9,1,193.87
TX,San Antonio,Frost Bank Center,08/30/24,Balcony,208,13,2,99.5
TX,San Antonio,Frost Bank Center,08/30/24,Floor,F1,3,1,474.57
TX,San Antonio,Frost Bank Center,08/30/24,Lower,6,7,1,197.09
TX,San Antonio,Frost Bank Center,08/30/24,Balcony,231,1,1,97.58
TX,San Antonio,Frost Bank Center,08/30/24,Lower,24,6,2,268.28
TX,San Antonio,Frost Bank Center,08/30/24,Floor,F1,20,1,412.8
TX,San Antonio,Frost Bank Center,08/29/24,Floor,F3,2,2,476.92
TX,San Antonio,Frost Bank Center,08/29/24,Plaza,108,20,1,139.42
TX,San Antonio,Frost Bank Center,08/29/24,Floor,F3,2,2,549.61
TX,San Antonio,Frost Bank Center,08/29/24,Lower,8,7,1,274.35
TX,San Antonio,Frost Bank Center,08/29/24,Floor,F3,2,2,505.6
TX,San Antonio,Frost Bank Center,08/29/24,Lower,8,7,1,309.97
TX,San Antonio,Frost Bank Center,08/29/24,Lower,24,6,1,284.72
TX,San Antonio,Frost Bank Center,08/29/24,Lower,24,6,1,281.35
TX,San Antonio,Frost Bank Center,08/29/24,Lower,10,9,1,255.13
TX,San Antonio,Frost Bank Center,08/29/24,Plaza,126,21,2,126.42
TX,San Antonio,Frost Bank Center,08/28/24,Lower,20,7,1,289.71
TX,San Antonio,Frost Bank Center,08/28/24,Balcony,231,1,1,101.05
TX,San Antonio,Frost Bank Center,08/28/24,Balcony,210,13,2,73.97
TX,San Antonio,Frost Bank Center,08/26/24,Plaza,103,21,1,133.79
TX,San Antonio,Frost Bank Center,08/26/24,Balcony,231,7,3,106.42
TX,San Antonio,Frost Bank Center,08/26/24,Lower,24,11,4,212.52
TX,San Antonio,Frost Bank Center,08/26/24,Lower,20,7,1,291.87
TX,San Antonio,Frost Bank Center,08/26/24,Balcony,204,15,4,51.04
TX,San Antonio,Frost Bank Center,08/26/24,Lower,20,6,1,162.96
TX,San Antonio,Frost Bank Center,08/24/24,Lower,20,7,2,358.64
TX,San Antonio,Frost Bank Center,08/24/24,Plaza,127,22,4,145.93
TX,San Antonio,Frost Bank Center,08/23/24,Floor,F1,11,2,459.06
TX,San Antonio,Frost Bank Center,08/23/24,Lower,24,12,1,223.2
TX,San Antonio,Frost Bank Center,08/23/24,Lower,22,7,1,290.36
TX,San Antonio,Frost Bank Center,08/23/24,Balcony,231,1,3,111.69
TX,San Antonio,Frost Bank Center,08/23/24,Balcony,222,13,2,77.85
TX,San Antonio,Frost Bank Center,08/21/24,Plaza,128,34,1,246.85
TX,San Antonio,Frost Bank Center,08/21/24,Plaza,122,24,2,175.97
TX,San Antonio,Frost Bank Center,08/21/24,Floor,F1,19,1,492.13
TX,San Antonio,Frost Bank Center,08/20/24,Floor,F3,2,1,518.74
TX,San Antonio,Frost Bank Center,08/20/24,Plaza,109,33,1,239.19
TX,San Antonio,Frost Bank Center,08/20/24,Plaza,109,33,4,205.47
TX,San Antonio,Frost Bank Center,08/20/24,Plaza,128,20,2,150.4
TX,San Antonio,Frost Bank Center,08/20/24,Plaza,109,33,3,131.47
TX,San Antonio,Frost Bank Center,08/20/24,Balcony,228,1,2,108.05
TX,San Antonio,Frost Bank Center,08/20/24,Balcony,203,16,1,57.12
TX,San Antonio,Frost Bank Center,08/19/24,Lower,20,8,2,285.76
TX,San Antonio,Frost Bank Center,08/18/24,Lower,26,19,2,153.2
TX,San Antonio,Frost Bank Center,08/18/24,Floor,F3,2,2,539.46
TX,San Antonio,Frost Bank Center,08/18/24,Plaza,106,20,2,148.14
TX,San Antonio,Frost Bank Center,08/17/24,Balcony,222,17,1,85.89
TX,San Antonio,Frost Bank Center,08/17/24,Lower,20,10,2,202.74
TX,San Antonio,Frost Bank Center,08/17/24,Lower,24,13,1,175.06
TX,San Antonio,Frost Bank Center,08/17/24,Plaza,102,23,2,141.74
TX,San Antonio,Frost Bank Center,08/15/24,Plaza,107,21,1,160.44
TX,San Antonio,Frost Bank Center,08/15/24,Lower,22,7,1,299.72
TX,San Antonio,Frost Bank Center,08/14/24,Lower,10,6,4,286.78
TX,San Antonio,Frost Bank Center,08/13/24,Lower,8,6,1,290.2
TX,San Antonio,Frost Bank Center,08/11/24,Floor,F1,11,3,443.73
TX,San Antonio,Frost Bank Center,08/11/24,Balcony,229,9,2,76.91
TX,San Antonio,Frost Bank Center,08/11/24,Floor,F6,13,2,341.5
TX,San Antonio,Frost Bank Center,08/06/24,Floor,F6,1,1,292.17
TX,San Antonio,Frost Bank Center,08/06/24,Plaza,127,17,1,174.01
TX,San Antonio,Frost Bank Center,08/05/24,Lower,6,13,4,352.98
TX,San Antonio,Frost Bank Center,08/05/24,Lower,22,7,4,270.29
TX,San Antonio,Frost Bank Center,08/04/24,Plaza,101,9,3,271.59
TX,San Antonio,Frost Bank Center,08/04/24,Floor,F1,11,1,502
TX,San Antonio,Frost Bank Center,08/04/24,Lower,22,13,4,386.28
TX,San Antonio,Frost Bank Center,08/03/24,Floor,F6,1,3,274.78
TX,San Antonio,Frost Bank Center,08/02/24,Balcony,210,1,2,137.24
TX,San Antonio,Frost Bank Center,08/01/24,Lower,10,6,2,380.05
TX,San Antonio,Frost Bank Center,08/01/24,Balcony,231,7,1,127.96
TX,San Antonio,Frost Bank Center,08/01/24,Plaza,128,12,2,144.36
TX,San Antonio,Frost Bank Center,08/01/24,Lower,24,13,4,401.15
TX,San Antonio,Frost Bank Center,08/01/24,Floor,F1,5,2,563.81
TX,San Antonio,Frost Bank Center,07/31/24,Lower,8,7,2,385.23
TX,San Antonio,Frost Bank Center,07/31/24,Lower,20,12,2,400.45
TX,San Antonio,Frost Bank Center,07/30/24,Lower,6,13,2,328.13
TX,San Antonio,Frost Bank Center,07/29/24,Lower,6,8,2,386.42
TX,San Antonio,Frost Bank Center,07/28/24,Plaza,109,20,4,302.2
TX,San Antonio,Frost Bank Center,07/28/24,Balcony,230,3,2,146
TX,San Antonio,Frost Bank Center,07/28/24,Plaza,107,21,2,208.39
TX,San Antonio,Frost Bank Center,07/28/24,Balcony,230,3,2,150.52
TX,San Antonio,Frost Bank Center,07/27/24,Plaza,107,20,2,197.32
TX,San Antonio,Frost Bank Center,07/27/24,Plaza,107,20,2,190.27
TX,San Antonio,Frost Bank Center,07/26/24,Plaza,128,34,2,92.34
TX,San Antonio,Frost Bank Center,07/26/24,Plaza,128,34,1,97.02
TX,San Antonio,Frost Bank Center,07/23/24,Plaza,127,22,2,134.55
TX,San Antonio,Frost Bank Center,07/23/24,Plaza,101,23,2,140.75
TX,San Antonio,Frost Bank Center,07/23/24,Floor,F1,11,1,507.89
TX,San Antonio,Frost Bank Center,07/17/24,Plaza,109,32,2,178.1
TX,San Antonio,Frost Bank Center,07/17/24,Plaza,107,20,2,219.63
TX,San Antonio,Frost Bank Center,07/15/24,Lower,8,8,2,394.39
TX,San Antonio,Frost Bank Center,07/13/24,Floor,F6,10,1,249.6
TX,San Antonio,Frost Bank Center,07/13/24,Floor,F6,13,2,339.24
TX,San Antonio,Frost Bank Center,07/12/24,Balcony,203,11,2,75.56
TX,San Antonio,Frost Bank Center,07/12/24,Balcony,203,11,2,74.84
TX,San Antonio,Frost Bank Center,07/11/24,Floor,F6,10,4,251.32
TX,San Antonio,Frost Bank Center,07/09/24,Plaza,121,20,1,305.81
TX,San Antonio,Frost Bank Center,07/09/24,Plaza,103,21,2,188.01
TX,San Antonio,Frost Bank Center,07/09/24,Plaza,121,20,4,319.68
TX,San Antonio,Frost Bank Center,07/03/24,Plaza,107,21,1,245.3
TX,San Antonio,Frost Bank Center,06/29/24,Lower,8,8,2,382.12
TX,San Antonio,Frost Bank Center,06/28/24,Balcony,228,15,2,65.53
TX,San Antonio,Frost Bank Center,06/28/24,Balcony,227,20,1,74.47
TX,San Antonio,Frost Bank Center,06/22/24,Plaza,128,22,2,138.85
TX,San Antonio,Frost Bank Center,06/18/24,Lower,6,6,2,411.28
TX,San Antonio,Frost Bank Center,06/18/24,Lower,6,6,2,363.03
TX,San Antonio,Frost Bank Center,06/16/24,Plaza,101,25,2,153.18
TX,San Antonio,Frost Bank Center,06/13/24,Floor,F6,1,2,524.48
TX,San Antonio,Frost Bank Center,06/12/24,Balcony,228,1,2,157.39
TX,San Antonio,Frost Bank Center,06/09/24,Balcony,230,11,1,86.75
TX,San Antonio,Frost Bank Center,06/09/24,Lower,4,12,2,154.65
TX,San Antonio,Frost Bank Center,06/07/24,Lower,10,10,1,421.29
TX,San Antonio,Frost Bank Center,06/06/24,Balcony,202,13,1,90.3
TX,San Antonio,Frost Bank Center,06/06/24,Floor,F1,21,1,392.08
TX,San Antonio,Frost Bank Center,06/04/24,Balcony,227,18,2,73.57
TX,San Antonio,Frost Bank Center,06/03/24,Floor,F1,24,2,399.6
TX,San Antonio,Frost Bank Center,06/03/24,Floor,F1,17,1,493.15
TX,San Antonio,Frost Bank Center,06/02/24,Floor,F1,24,1,417.92
TX,San Antonio,Frost Bank Center,06/02/24,Balcony,210,19,2,113.22
TX,San Antonio,Frost Bank Center,06/02/24,Balcony,203,15,2,68.27
TX,San Antonio,Frost Bank Center,06/01/24,Floor,F1,13,2,502.46
TX,San Antonio,Frost Bank Center,06/01/24,Lower,26,18,6,198.75
TX,San Antonio,Frost Bank Center,05/31/24,Balcony,206,23,2,164.9
TX,San Antonio,Frost Bank Center,05/31/24,Balcony,203,16,2,147.55
TX,San Antonio,Frost Bank Center,05/31/24,Plaza,111,14,1,352.6
TX,San Antonio,Frost Bank Center,05/31/24,Balcony,230,16,2,70.76
TX,San Antonio,Frost Bank Center,05/31/24,Lower,6,8,6,456.76
TX,San Antonio,Frost Bank Center,05/31/24,Plaza,101,22,6,170.62
TX,San Antonio,Frost Bank Center,05/31/24,Plaza,124,33,2,298.82
TX,San Antonio,Frost Bank Center,05/31/24,Plaza,124,30,2,319.02
TX,San Antonio,Frost Bank Center,05/31/24,Balcony,206,22,2,137.21
TX,San Antonio,Frost Bank Center,05/31/24,Balcony,204,10,4,143.61
TX,San Antonio,Frost Bank Center,05/31/24,Plaza,101,10,2,169.19
TX,San Antonio,Frost Bank Center,05/30/24,Lower,3,7,3,312.93
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,125,24,2,154.3
TX,San Antonio,Frost Bank Center,05/30/24,Floor,F4,2,2,417.5
TX,San Antonio,Frost Bank Center,05/30/24,Lower,3,8,3,341.39
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,228,15,3,108.64
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,103,30,2,150.01
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,200,7,2,167.99
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,111,18,6,266.92
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,107,21,6,342.02
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,204,11,6,110.29
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,230,11,5,107.51
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,121,27,3,294.97
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,202,11,4,138.41
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,228,14,4,110.51
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,203,16,3,87.03
TX,San Antonio,Frost Bank Center,05/30/24,Floor,F1,12,3,655.46
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,103,28,7,151.16
TX,San Antonio,Frost Bank Center,05/30/24,Plaza,101,21,2,156.28
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,230,13,7,107.03
TX,San Antonio,Frost Bank Center,05/30/24,Balcony,202,4,5,134.13
TX,San Antonio,Frost Bank Center,05/30/24,Lower,3,7,5,311.79
CA,Los Angeles,Crypto.com Arena,09/01/24,Lower Level,102,3,4,236.83
CA,Los Angeles,Crypto.com Arena,09/01/24,Lower Level,102,3,4,262.8
CA,Los Angeles,Crypto.com Arena,09/01/24,Upper Level,306,8,2,59.35
CA,Los Angeles,Crypto.com Arena,09/01/24,Upper Level,305,2,3,118.06
CA,Los Angeles,Crypto.com Arena,08/31/24,Upper Level,306,8,2,59.35
CA,Los Angeles,Crypto.com Arena,08/31/24,Upper Level,306,8,2,89.32
CA,Los Angeles,Crypto.com Arena,08/31/24,Lower Level,109,5,3,208.21
CA,Los Angeles,Crypto.com Arena,08/31/24,Lower Level,104,15,2,158.03
CA,Los Angeles,Crypto.com Arena,08/31/24,Lower Level,107,16,3,144.49
CA,Los Angeles,Crypto.com Arena,08/30/24,Lower Level,104,17,2,105.73
CA,Los Angeles,Crypto.com Arena,08/30/24,Lower Level,109,5,2,215.1
CA,Los Angeles,Crypto.com Arena,08/30/24,Lower Level,109,5,2,208.21
CA,Los Angeles,Crypto.com Arena,08/30/24,Upper Level,304,15,2,60
CA,Los Angeles,Crypto.com Arena,08/30/24,Lower Level,107,17,2,111
CA,Los Angeles,Crypto.com Arena,08/30/24,Premier Level,PR07,11,2,162
CA,Los Angeles,Crypto.com Arena,08/29/24,Lower Level,109,5,2,194.73
CA,Los Angeles,Crypto.com Arena,08/29/24,Middle Level,206,7,2,72.23
CA,Los Angeles,Crypto.com Arena,08/29/24,Lower Level,112,9,2,210.45
CA,Los Angeles,Crypto.com Arena,08/29/24,Upper Level,318,1,2,90
CA,Los Angeles,Crypto.com Arena,08/28/24,Floor,Flr 5,4,3,412.17
CA,Los Angeles,Crypto.com Arena,08/28/24,Lower Level,108,12,3,103.18
CA,Los Angeles,Crypto.com Arena,08/28/24,Upper Level,319,5,1,127.79
CA,Los Angeles,Crypto.com Arena,08/27/24,Upper Level,301,1,2,141.7
CA,Los Angeles,Crypto.com Arena,08/26/24,Lower Level,110,9,2,180.13
CA,Los Angeles,Crypto.com Arena,08/26/24,Lower Level,110,9,2,174.56
CA,Los Angeles,Crypto.com Arena,08/25/24,Premier Level,PR07,7,2,184.11
CA,Los Angeles,Crypto.com Arena,08/25/24,Lower Level,108,9,2,258.86
CA,Los Angeles,Crypto.com Arena,08/25/24,Middle Level,206,8,3,76.27
CA,Los Angeles,Crypto.com Arena,08/24/24,Lower Level,104,17,2,99.5
CA,Los Angeles,Crypto.com Arena,08/23/24,Premier Level,PR11,12,2,74.69
CA,Los Angeles,Crypto.com Arena,08/23/24,Premier Level,PR16,7,1,179.03
CA,Los Angeles,Crypto.com Arena,08/23/24,Lower Level,108,15,1,109.46
CA,Los Angeles,Crypto.com Arena,08/23/24,Lower Level,109,12,2,179.44
CA,Los Angeles,Crypto.com Arena,08/23/24,Lower Level,118,19,1,215.34
CA,Los Angeles,Crypto.com Arena,08/23/24,Lower Level,117,15,2,107.67
CA,Los Angeles,Crypto.com Arena,08/23/24,Premier Level,PR12,3,1,194.61
CA,Los Angeles,Crypto.com Arena,08/23/24,Premier Level,PR07,7,1,190.58
CA,Los Angeles,Crypto.com Arena,08/23/24,Middle Level,207,6,1,209.75
CA,Los Angeles,Crypto.com Arena,08/23/24,Lower Level,106,9,3,161.88
CA,Los Angeles,Crypto.com Arena,08/22/24,Upper Level,318,12,2,79.24
CA,Los Angeles,Crypto.com Arena,08/22/24,Upper Level,316,11,2,123.48
CA,Los Angeles,Crypto.com Arena,08/22/24,Lower Level,117,17,1,184.12
CA,Los Angeles,Crypto.com Arena,08/22/24,Premier Level,PR04,7,2,108.09
CA,Los Angeles,Crypto.com Arena,08/22/24,Upper Level,318,12,3,87.41
CA,Los Angeles,Crypto.com Arena,08/22/24,Upper Level,318,10,2,79.24
CA,Los Angeles,Crypto.com Arena,08/21/24,Premier Level,PR06,2,2,105.45
CA,Los Angeles,Crypto.com Arena,08/21/24,Upper Level,314,6,2,132.4
CA,Los Angeles,Crypto.com Arena,08/21/24,Premier Level,PR12,1,2,175
CA,Los Angeles,Crypto.com Arena,08/21/24,Upper Level,314,6,2,132.4
CA,Los Angeles,Crypto.com Arena,08/20/24,Premier Level,PR15,2,1,137.96
CA,Los Angeles,Crypto.com Arena,08/20/24,Lower Level,113,7,2,260.45
CA,Los Angeles,Crypto.com Arena,08/20/24,Lower Level,102,1,1,261.44
CA,Los Angeles,Crypto.com Arena,08/20/24,Upper Level,303,10,2,78.96
CA,Los Angeles,Crypto.com Arena,08/19/24,Upper Level,319,2,3,139.7
CA,Los Angeles,Crypto.com Arena,08/19/24,Floor,Flr 5,8,3,392.62
CA,Los Angeles,Crypto.com Arena,08/19/24,Lower Level,119,3,4,253.42
CA,Los Angeles,Crypto.com Arena,08/19/24,Lower Level,119,3,2,254.53
CA,Los Angeles,Crypto.com Arena,08/19/24,Floor,Flr 5,8,1,391.25
CA,Los Angeles,Crypto.com Arena,08/18/24,Lower Level,110,4,1,198.15
CA,Los Angeles,Crypto.com Arena,08/18/24,Lower Level,106,20,2,150
CA,Los Angeles,Crypto.com Arena,08/18/24,Upper Level,318,11,1,86.1
CA,Los Angeles,Crypto.com Arena,08/18/24,Lower Level,108,17,2,106.77
CA,Los Angeles,Crypto.com Arena,08/18/24,Premier Level,PR05,8,2,207.29
CA,Los Angeles,Crypto.com Arena,08/18/24,Lower Level,106,20,2,101.39
CA,Los Angeles,Crypto.com Arena,08/18/24,Lower Level,112,10,2,171.93
CA,Los Angeles,Crypto.com Arena,08/17/24,Premier Level,PR07,11,2,172.31
CA,Los Angeles,Crypto.com Arena,08/17/24,Upper Level,304,6,2,72.3
CA,Los Angeles,Crypto.com Arena,08/17/24,Floor,FLR 7,11,2,143.17
CA,Los Angeles,Crypto.com Arena,08/17/24,Lower Level,110,3,3,218.12
CA,Los Angeles,Crypto.com Arena,08/17/24,Lower Level,110,3,4,207.39
CA,Los Angeles,Crypto.com Arena,08/17/24,Lower Level,104,6,2,154.16
CA,Los Angeles,Crypto.com Arena,08/17/24,Upper Level,310,6,2,83.04
CA,Los Angeles,Crypto.com Arena,08/17/24,Lower Level,117,16,3,177.56
CA,Los Angeles,Crypto.com Arena,08/17/24,Middle Level,210,5,2,122.59
CA,Los Angeles,Crypto.com Arena,08/16/24,Floor,Flr 5,8,2,391.25
CA,Los Angeles,Crypto.com Arena,08/16/24,Floor,Flr 5,8,2,378.2
CA,Los Angeles,Crypto.com Arena,08/16/24,Lower Level,118,7,2,275.79
CA,Los Angeles,Crypto.com Arena,08/16/24,Lower Level,119,10,2,190.14
CA,Los Angeles,Crypto.com Arena,08/16/24,Lower Level,104,15,4,208.27
CA,Los Angeles,Crypto.com Arena,08/16/24,Lower Level,117,14,2,107.67
CA,Los Angeles,Crypto.com Arena,08/15/24,Floor,Flr 5,13,2,286.26
CA,Los Angeles,Crypto.com Arena,08/14/24,Premier Level,PR06,7,2,221.26
CA,Los Angeles,Crypto.com Arena,08/14/24,Premier Level,PR06,7,2,221.26
CA,Los Angeles,Crypto.com Arena,08/14/24,Upper Level,315,10,4,166.5
CA,Los Angeles,Crypto.com Arena,08/14/24,Premier Level,PR13,2,1,180.7
CA,Los Angeles,Crypto.com Arena,08/14/24,Upper Level,318,1,2,131.34
CA,Los Angeles,Crypto.com Arena,08/13/24,Upper Level,318,10,2,75.21
CA,Los Angeles,Crypto.com Arena,08/13/24,Floor,Flr 5,18,2,271.63
CA,Los Angeles,Crypto.com Arena,08/12/24,Lower Level,106,19,1,118.96
CA,Los Angeles,Crypto.com Arena,08/12/24,Upper Level,316,1,3,134.93
