State,City,Venue,,Zone,Section,Row,Qty,Price
CA,Los Angeles,Crypto.com Arena,08/12/24,Upper Level,316,1,1,108.61
CA,Los Angeles,Crypto.com Arena,08/12/24,Lower Level,113,17,2,311.69
CA,Los Angeles,Crypto.com Arena,08/12/24,Lower Level,117,15,4,189.81
CA,Los Angeles,Crypto.com Arena,08/11/24,Middle Level,206,7,4,143.19
CA,Los Angeles,Crypto.com Arena,08/11/24,Middle Level,207,6,4,157.34
CA,Los Angeles,Crypto.com Arena,08/11/24,Middle Level,208,11,4,252.25
CA,Los Angeles,Crypto.com Arena,08/10/24,Middle Level,205,11,3,163.17
CA,Los Angeles,Crypto.com Arena,08/10/24,Lower Level,102,6,2,260.94
CA,Los Angeles,Crypto.com Arena,08/10/24,Floor,FLR 7,11,2,291.58
CA,Los Angeles,Crypto.com Arena,08/10/24,Floor,Flr 5,13,2,352.15
CA,Los Angeles,Crypto.com Arena,08/10/24,Lower Level,107,15,2,175.42
CA,Los Angeles,Crypto.com Arena,08/10/24,Premier Level,PR12,1,2,203.59
CA,Los Angeles,Crypto.com Arena,08/10/24,Premier Level,PR12,1,2,173.87
CA,Los Angeles,Crypto.com Arena,08/10/24,Upper Level,313,10,3,75.24
CA,Los Angeles,Crypto.com Arena,08/10/24,Lower Level,107,15,2,112.79
CA,Los Angeles,Crypto.com Arena,08/10/24,Premier Level,PR13,2,4,197.3
CA,Los Angeles,Crypto.com Arena,08/08/24,Upper Level,308,7,2,70.05
CA,Los Angeles,Crypto.com Arena,08/07/24,Upper Level,305,1,2,115.44
CA,Los Angeles,Crypto.com Arena,08/07/24,Upper Level,303,6,2,188.96
CA,Los Angeles,Crypto.com Arena,08/06/24,Upper Level,334,15,2,112.82
CA,Los Angeles,Crypto.com Arena,08/06/24,Floor,Flr 5,12,2,368.62
CA,Los Angeles,Crypto.com Arena,08/06/24,Lower Level,106,15,4,250.43
CA,Los Angeles,Crypto.com Arena,08/06/24,Middle Level,209,8,2,149.71
CA,Los Angeles,Crypto.com Arena,08/05/24,Lower Level,110,5,1,208
CA,Los Angeles,Crypto.com Arena,08/05/24,Middle Level,206,12,2,166.62
CA,Los Angeles,Crypto.com Arena,08/05/24,Middle Level,206,12,2,140.91
CA,Los Angeles,Crypto.com Arena,08/04/24,Lower Level,109,2,3,202.75
CA,Los Angeles,Crypto.com Arena,08/04/24,Lower Level,102,6,4,203.46
CA,Los Angeles,Crypto.com Arena,08/03/24,Floor,Flr 6,9,2,257.36
CA,Los Angeles,Crypto.com Arena,08/03/24,Lower Level,106,16,2,228.1
CA,Los Angeles,Crypto.com Arena,08/03/24,Lower Level,110,5,1,228.53
CA,Los Angeles,Crypto.com Arena,08/02/24,Lower Level,113,7,2,263.08
CA,Los Angeles,Crypto.com Arena,08/02/24,Lower Level,111,6,2,268.6
CA,Los Angeles,Crypto.com Arena,08/01/24,Upper Level,314,2,2,95.94
CA,Los Angeles,Crypto.com Arena,08/01/24,Lower Level,111,3,1,304.08
CA,Los Angeles,Crypto.com Arena,08/01/24,Upper Level,301,3,3,146.52
CA,Los Angeles,Crypto.com Arena,07/31/24,Lower Level,111,3,3,304.08
CA,Los Angeles,Crypto.com Arena,07/31/24,Lower Level,111,3,2,293.95
CA,Los Angeles,Crypto.com Arena,07/31/24,Upper Level,333,1,2,123.91
CA,Los Angeles,Crypto.com Arena,07/31/24,Lower Level,101,4,1,274.85
CA,Los Angeles,Crypto.com Arena,07/31/24,Middle Level,209,3,1,122.13
CA,Los Angeles,Crypto.com Arena,07/31/24,Lower Level,106,20,2,203.81
CA,Los Angeles,Crypto.com Arena,07/28/24,Premier Level,PR12,1,3,200.88
CA,Los Angeles,Crypto.com Arena,07/28/24,Upper Level,303,13,1,91.52
CA,Los Angeles,Crypto.com Arena,07/27/24,Upper Level,303,11,4,207.29
CA,Los Angeles,Crypto.com Arena,07/27/24,Lower Level,109,3,2,190.84
CA,Los Angeles,Crypto.com Arena,07/27/24,Upper Level,316,1,2,104.44
CA,Los Angeles,Crypto.com Arena,07/27/24,Lower Level,109,3,2,211.52
CA,Los Angeles,Crypto.com Arena,07/27/24,Floor,3,11,2,356.01
CA,Los Angeles,Crypto.com Arena,07/26/24,Middle Level,205,12,2,100.67
CA,Los Angeles,Crypto.com Arena,07/25/24,Lower Level,110,5,4,228.27
CA,Los Angeles,Crypto.com Arena,07/25/24,Upper Level,316,11,4,189.39
CA,Los Angeles,Crypto.com Arena,07/23/24,Upper Level,316,3,3,111.75
CA,Los Angeles,Crypto.com Arena,07/23/24,Lower Level,106,19,2,118.96
CA,Los Angeles,Crypto.com Arena,07/23/24,Premier Level,PR16,1,1,271.49
CA,Los Angeles,Crypto.com Arena,07/23/24,Middle Level,210,5,2,129.4
CA,Los Angeles,Crypto.com Arena,07/22/24,Upper Level,313,10,4,128.2
CA,Los Angeles,Crypto.com Arena,07/22/24,Middle Level,208,12,1,123.51
CA,Los Angeles,Crypto.com Arena,07/22/24,Lower Level,110,20,2,172.04
CA,Los Angeles,Crypto.com Arena,07/22/24,Lower Level,113,7,3,276.23
CA,Los Angeles,Crypto.com Arena,07/22/24,Lower Level,113,7,1,302.13
CA,Los Angeles,Crypto.com Arena,07/21/24,Lower Level,101,2,1,272.19
CA,Los Angeles,Crypto.com Arena,07/21/24,Lower Level,118,7,3,274.07
CA,Los Angeles,Crypto.com Arena,07/21/24,Middle Level,209,8,4,158.18
CA,Los Angeles,Crypto.com Arena,07/20/24,Middle Level,206,7,4,195.64
CA,Los Angeles,Crypto.com Arena,07/20/24,Upper Level,316,11,2,184.46
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,101,2,3,302.13
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,101,2,1,281.58
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,101,2,3,279.98
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,107,12,1,129.63
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,109,2,1,222.56
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,109,3,2,211.52
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,109,3,2,216.45
CA,Los Angeles,Crypto.com Arena,07/19/24,Lower Level,110,2,2,217.75
CA,Los Angeles,Crypto.com Arena,07/19/24,Upper Level,301,1,2,135.66
CA,Los Angeles,Crypto.com Arena,07/17/24,Upper Level,319,1,3,125.49
CA,Los Angeles,Crypto.com Arena,07/17/24,Upper Level,317,8,2,118.07
CA,Los Angeles,Crypto.com Arena,07/17/24,Upper Level,314,3,4,133.2
CA,Los Angeles,Crypto.com Arena,07/17/24,Lower Level,108,3,2,261.3
CA,Los Angeles,Crypto.com Arena,07/17/24,Lower Level,108,3,2,219.06
CA,Los Angeles,Crypto.com Arena,07/17/24,Lower Level,103,1,4,261.3
CA,Los Angeles,Crypto.com Arena,07/16/24,Upper Level,313,7,4,129.87
CA,Los Angeles,Crypto.com Arena,07/16/24,Lower Level,119,4,2,282.56
CA,Los Angeles,Crypto.com Arena,07/16/24,Lower Level,119,4,2,273.7
CA,Los Angeles,Crypto.com Arena,07/16/24,Upper Level,317,2,2,141.52
CA,Los Angeles,Crypto.com Arena,07/16/24,Upper Level,318,1,1,133.78
CA,Los Angeles,Crypto.com Arena,07/16/24,Lower Level,101,2,1,272.19
CA,Los Angeles,Crypto.com Arena,07/15/24,Premier Level,PR13,6,4,208.22
CA,Los Angeles,Crypto.com Arena,07/15/24,Premier Level,PR16,1,1,271.49
CA,Los Angeles,Crypto.com Arena,07/15/24,Middle Level,209,10,2,121.72
CA,Los Angeles,Crypto.com Arena,07/14/24,Middle Level,206,9,1,138.9
CA,Los Angeles,Crypto.com Arena,07/14/24,Lower Level,101,2,3,281.58
CA,Los Angeles,Crypto.com Arena,07/14/24,Lower Level,103,5,2,190.84
CA,Los Angeles,Crypto.com Arena,07/14/24,Lower Level,103,5,2,228.67
CA,Los Angeles,Crypto.com Arena,07/13/24,Lower Level,103,5,2,191.61
CA,Los Angeles,Crypto.com Arena,07/13/24,Lower Level,103,5,2,190.56
CA,Los Angeles,Crypto.com Arena,07/13/24,Lower Level,103,5,2,218.12
CA,Los Angeles,Crypto.com Arena,07/13/24,Lower Level,103,5,2,228.67
CA,Los Angeles,Crypto.com Arena,07/13/24,Middle Level,209,11,4,181.5
CA,Los Angeles,Crypto.com Arena,07/13/24,Lower Level,113,7,1,293.4
CA,Los Angeles,Crypto.com Arena,07/13/24,Premier Level,PR14,1,2,264.39
CA,Los Angeles,Crypto.com Arena,07/13/24,Premier Level,PR14,1,2,265.32
CA,Los Angeles,Crypto.com Arena,07/13/24,Upper Level,314,6,2,148.76
CA,Los Angeles,Crypto.com Arena,07/12/24,Upper Level,317,2,4,110.05
CA,Los Angeles,Crypto.com Arena,07/12/24,Upper Level,314,6,2,148.76
CA,Los Angeles,Crypto.com Arena,07/12/24,Lower Level,108,17,2,107.7
CA,Los Angeles,Crypto.com Arena,07/12/24,Premier Level,PR12,2,1,246.95
CA,Los Angeles,Crypto.com Arena,07/12/24,Premier Level,PR12,3,3,330.38
CA,Los Angeles,Crypto.com Arena,07/09/24,Floor,Flr 6,11,4,403.76
CA,Los Angeles,Crypto.com Arena,07/09/24,Floor,Flr 6,14,4,366.3
CA,Los Angeles,Crypto.com Arena,07/09/24,Middle Level,207,8,4,201.46
CA,Los Angeles,Crypto.com Arena,07/09/24,Middle Level,207,6,4,217.28
CA,Los Angeles,Crypto.com Arena,07/09/24,Lower Level,106,14,4,248.08
CA,Los Angeles,Crypto.com Arena,07/09/24,Upper Level,314,6,2,154.72
CA,Los Angeles,Crypto.com Arena,07/09/24,Upper Level,301,1,2,135.66
CA,Los Angeles,Crypto.com Arena,07/08/24,Lower Level,107,12,3,129.63
CA,Los Angeles,Crypto.com Arena,07/07/24,Lower Level,119,4,2,286.74
CA,Los Angeles,Crypto.com Arena,07/07/24,Middle Level,208,12,1,77.27
CA,Los Angeles,Crypto.com Arena,07/07/24,Lower Level,106,9,2,201.61
CA,Los Angeles,Crypto.com Arena,07/07/24,Lower Level,108,4,2,206.29
CA,Los Angeles,Crypto.com Arena,07/06/24,Lower Level,113,17,2,228.22
CA,Los Angeles,Crypto.com Arena,07/06/24,Premier Level,PR16,1,1,277.92
CA,Los Angeles,Crypto.com Arena,07/05/24,Premier Level,PR02,2,3,185.3
CA,Los Angeles,Crypto.com Arena,07/05/24,Lower Level,118,18,1,258.08
CA,Los Angeles,Crypto.com Arena,07/05/24,Lower Level,118,18,1,272.73
CA,Los Angeles,Crypto.com Arena,07/05/24,Middle Level,207,12,4,77.27
CA,Los Angeles,Crypto.com Arena,07/04/24,Lower Level,108,4,3,185.01
CA,Los Angeles,Crypto.com Arena,07/04/24,Premier Level,PR16,2,3,277.92
CA,Los Angeles,Crypto.com Arena,07/04/24,Upper Level,319,1,2,142.13
CA,Los Angeles,Crypto.com Arena,07/03/24,Premier Level,PR14,1,4,304.45
CA,Los Angeles,Crypto.com Arena,07/03/24,Lower Level,109,3,4,243.4
CA,Los Angeles,Crypto.com Arena,07/03/24,Premier Level,PR02,1,1,208.22
CA,Los Angeles,Crypto.com Arena,07/03/24,Premier Level,PR12,3,1,180.7
CA,Los Angeles,Crypto.com Arena,07/03/24,Premier Level,PR17,2,1,179.39
CA,Los Angeles,Crypto.com Arena,07/03/24,Upper Level,319,2,2,142.13
CA,Los Angeles,Crypto.com Arena,07/03/24,Upper Level,317,2,4,108.38
CA,Los Angeles,Crypto.com Arena,07/03/24,Middle Level,209,11,2,188.93
CA,Los Angeles,Crypto.com Arena,07/03/24,Lower Level,118,20,1,240.22
CA,Los Angeles,Crypto.com Arena,07/03/24,Lower Level,107,16,2,116.1
CA,Los Angeles,Crypto.com Arena,07/02/24,Premier Level,PR06,8,2,185.73
CA,Los Angeles,Crypto.com Arena,07/02/24,Upper Level,302,9,2,122.75
CA,Los Angeles,Crypto.com Arena,07/02/24,Premier Level,PR13,6,2,174.47
CA,Los Angeles,Crypto.com Arena,06/30/24,Premier Level,PR05,8,1,246.95
CA,Los Angeles,Crypto.com Arena,06/30/24,Premier Level,PR13,6,2,188.84
CA,Los Angeles,Crypto.com Arena,06/30/24,Upper Level,301,2,4,143.74
CA,Los Angeles,Crypto.com Arena,06/29/24,Premier Level,PR06,5,2,198.65
CA,Los Angeles,Crypto.com Arena,06/29/24,Premier Level,PR05,3,2,231.49
CA,Los Angeles,Crypto.com Arena,06/28/24,Upper Level,302,15,1,87.93
CA,Los Angeles,Crypto.com Arena,06/28/24,Floor,Flr 6,11,2,363.8
CA,Los Angeles,Crypto.com Arena,06/28/24,Lower Level,106,18,2,262.24
CA,Los Angeles,Crypto.com Arena,06/28/24,Floor,Flr 6,14,2,371.3
CA,Los Angeles,Crypto.com Arena,06/28/24,Premier Level,PR04,11,4,233.1
CA,Los Angeles,Crypto.com Arena,06/28/24,Premier Level,PR04,10,2,220.61
CA,Los Angeles,Crypto.com Arena,06/28/24,Upper Level,302,15,4,133.75
CA,Los Angeles,Crypto.com Arena,06/28/24,Middle Level,207,12,2,203.27
CA,Los Angeles,Crypto.com Arena,06/28/24,Lower Level,114,13,1,184.16
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,303,1,2,120.32
CA,Los Angeles,Crypto.com Arena,06/27/24,Middle Level,207,10,2,187.31
CA,Los Angeles,Crypto.com Arena,06/27/24,Middle Level,207,7,2,170.66
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,311,6,2,153.18
CA,Los Angeles,Crypto.com Arena,06/27/24,Floor,FLR 7,1,2,357.98
CA,Los Angeles,Crypto.com Arena,06/27/24,Lower Level,104,16,4,136.32
CA,Los Angeles,Crypto.com Arena,06/27/24,Lower Level,104,16,4,138.42
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,313,8,4,194.8
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,312,4,2,139.03
CA,Los Angeles,Crypto.com Arena,06/27/24,Lower Level,114,16,5,197.19
CA,Los Angeles,Crypto.com Arena,06/27/24,Premier Level,PR06,7,2,195.52
CA,Los Angeles,Crypto.com Arena,06/27/24,Floor,Flr 6,5,1,184.16
CA,Los Angeles,Crypto.com Arena,06/27/24,Lower Level,104,16,6,148.11
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,306,6,1,83.29
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,319,5,2,163.38
CA,Los Angeles,Crypto.com Arena,06/27/24,Upper Level,319,4,4,129.97
CA,Los Angeles,Crypto.com Arena,06/27/24,Floor,Flr 6,2,1,241.98
CA,Los Angeles,Crypto.com Arena,06/27/24,Floor,Flr 6,12,2,156.69
CA,Los Angeles,Crypto.com Arena,06/26/24,Lower Level,118,19,4,232.44
CA,Los Angeles,Crypto.com Arena,06/26/24,Lower Level,107,12,2,157.62
CA,Los Angeles,Crypto.com Arena,06/26/24,Upper Level,317,8,5,111.8
CA,Los Angeles,Crypto.com Arena,06/26/24,Middle Level,206,12,4,129.97
CA,Los Angeles,Crypto.com Arena,06/26/24,Lower Level,107,17,6,129.38
CA,Los Angeles,Crypto.com Arena,06/26/24,Middle Level,208,2,1,127.55
CA,Los Angeles,Crypto.com Arena,06/26/24,Floor,Flr 6,9,2,168.68
CA,Los Angeles,Crypto.com Arena,06/26/24,Floor,Flr 6,9,2,323.97
CA,Los Angeles,Crypto.com Arena,06/26/24,Lower Level,114,16,2,180.65
CA,Los Angeles,Crypto.com Arena,06/26/24,Lower Level,107,13,4,141.73
CA,Los Angeles,Crypto.com Arena,06/26/24,Floor,FLR 7,14,1,171.23
CA,Los Angeles,Crypto.com Arena,06/25/24,Upper Level,317,8,2,106.17
CA,Los Angeles,Crypto.com Arena,06/24/24,Lower Level,109,3,4,243.88
CA,Los Angeles,Crypto.com Arena,06/24/24,Lower Level,108,16,1,136.72
CA,Los Angeles,Crypto.com Arena,06/23/24,Lower Level,108,16,3,134.86
CA,Los Angeles,Crypto.com Arena,06/23/24,Upper Level,316,4,2,103.19
CA,Los Angeles,Crypto.com Arena,06/22/24,Middle Level,209,11,2,186.6
CA,Los Angeles,Crypto.com Arena,06/22/24,Upper Level,316,11,2,76.59
CA,Los Angeles,Crypto.com Arena,06/22/24,Upper Level,312,8,2,120.77
CA,Los Angeles,Crypto.com Arena,06/21/24,Middle Level,206,5,2,119.8
CA,Los Angeles,Crypto.com Arena,06/21/24,Floor,FLR 7,1,1,241.98
CA,Los Angeles,Crypto.com Arena,06/19/24,Floor,FLR 7,2,2,317.02
CA,Los Angeles,Crypto.com Arena,06/19/24,Upper Level,317,2,4,112.17
CA,Los Angeles,Crypto.com Arena,06/15/24,Lower Level,113,15,2,232.99
CA,Los Angeles,Crypto.com Arena,06/15/24,Lower Level,114,15,2,177.32
CA,Los Angeles,Crypto.com Arena,06/15/24,Lower Level,118,19,1,246.3
CA,Los Angeles,Crypto.com Arena,06/14/24,Lower Level,118,18,1,230.6
CA,Los Angeles,Crypto.com Arena,06/12/24,Lower Level,109,17,3,177.32
CA,Los Angeles,Crypto.com Arena,06/12/24,Floor,FLR 7,2,2,356.31
CA,Los Angeles,Crypto.com Arena,06/12/24,Lower Level,106,15,1,139.86
CA,Los Angeles,Crypto.com Arena,06/12/24,Lower Level,109,17,2,178.38
CA,Los Angeles,Crypto.com Arena,06/12/24,Upper Level,306,1,3,112.16
CA,Los Angeles,Crypto.com Arena,06/11/24,Lower Level,109,17,1,185.19
CA,Los Angeles,Crypto.com Arena,06/11/24,Middle Level,209,3,2,125.75
CA,Los Angeles,Crypto.com Arena,06/11/24,Floor,Flr 6,2,2,282.98
CA,Los Angeles,Crypto.com Arena,06/10/24,Lower Level,107,13,4,212.4
CA,Los Angeles,Crypto.com Arena,06/10/24,Middle Level,209,8,4,196.2
CA,Los Angeles,Crypto.com Arena,06/10/24,Floor,Flr 6,12,2,184.33
CA,Los Angeles,Crypto.com Arena,06/10/24,Lower Level,105,14,4,149.6
CA,Los Angeles,Crypto.com Arena,06/10/24,Lower Level,118,9,2,262.01
CA,Los Angeles,Crypto.com Arena,06/10/24,Lower Level,105,14,6,160.12
CA,Los Angeles,Crypto.com Arena,06/10/24,Lower Level,113,15,5,260.68
CA,Los Angeles,Crypto.com Arena,06/10/24,Middle Level,209,11,6,146.58
CA,Los Angeles,Crypto.com Arena,06/10/24,Upper Level,309,4,2,158.84
CA,Los Angeles,Crypto.com Arena,06/10/24,Middle Level,209,12,2,147.91
CA,Los Angeles,Crypto.com Arena,06/10/24,Floor,FLR 7,10,2,182.41
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,118,9,2,249.9
CA,Los Angeles,Crypto.com Arena,06/09/24,Upper Level,317,6,2,189.9
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,109,8,2,200.55
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,109,,4,210.05
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,119,16,3,261.27
CA,Los Angeles,Crypto.com Arena,06/09/24,Floor,FLR 7,2,6,286.35
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,206,4,6,136.74
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,118,9,4,260.9
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,208,3,2,306.56
CA,Los Angeles,Crypto.com Arena,06/09/24,Upper Level,305,3,2,114.69
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,113,15,2,251.07
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,109,3,2,293.5
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,209,6,2,239.85
CA,Los Angeles,Crypto.com Arena,06/09/24,Floor,Flr 6,6,3,250
CA,Los Angeles,Crypto.com Arena,06/09/24,Upper Level,301,2,2,154.44
CA,Los Angeles,Crypto.com Arena,06/09/24,Floor,Flr 6,11,2,413.1
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,110,19,5,328.5
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,207,8,2,297.04
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,207,6,2,335.16
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,119,16,3,252.81
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,108,10,1,152.19
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,112,3,1,260.87
CA,Los Angeles,Crypto.com Arena,06/09/24,Upper Level,311,6,1,90.54
CA,Los Angeles,Crypto.com Arena,06/09/24,Upper Level,305,4,2,111.56
CA,Los Angeles,Crypto.com Arena,06/09/24,Lower Level,107,12,4,140.14
CA,Los Angeles,Crypto.com Arena,06/09/24,Middle Level,206,5,4,146.7
CA,Los Angeles,Crypto.com Arena,06/08/24,Floor,Flr 5,20,1,277.53
CA,Los Angeles,Crypto.com Arena,06/08/24,Upper Level,312,7,2,93.74
CA,Los Angeles,Crypto.com Arena,06/08/24,Floor,FLR 7,6,2,474.3
CA,Los Angeles,Crypto.com Arena,06/08/24,Lower Level,105,19,4,234.9
CA,Los Angeles,Crypto.com Arena,06/08/24,Lower Level,104,12,4,223.2
CA,Los Angeles,Crypto.com Arena,06/08/24,Lower Level,118,9,2,253.83
CA,Los Angeles,Crypto.com Arena,06/08/24,Upper Level,314,3,2,110.57
CA,Los Angeles,Crypto.com Arena,06/08/24,Middle Level,210,3,5,146.48
CA,Los Angeles,Crypto.com Arena,06/08/24,Floor,FLR 7,1,2,293.75
CA,Los Angeles,Crypto.com Arena,06/08/24,Floor,Flr 5,22,2,276.3
CA,Los Angeles,Crypto.com Arena,06/08/24,Lower Level,107,18W,2,169.75
CA,Los Angeles,Crypto.com Arena,06/08/24,Lower Level,106,10,2,179.45
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,306,2,2,106.05
CA,Los Angeles,Crypto.com Arena,06/07/24,Floor,Flr 6,13,4,344.25
CA,Los Angeles,Crypto.com Arena,06/07/24,Middle Level,206,7,4,215.46
CA,Los Angeles,Crypto.com Arena,06/07/24,Middle Level,206,10,4,216.9
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,315,10,4,226.8
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,307,4,4,166.86
CA,Los Angeles,Crypto.com Arena,06/07/24,Lower Level,119,16,2,274.75
CA,Los Angeles,Crypto.com Arena,06/07/24,Middle Level,210,5,2,135.54
CA,Los Angeles,Crypto.com Arena,06/07/24,Premier Level,PR06,3,2,215.1
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,317,8,2,122.4
CA,Los Angeles,Crypto.com Arena,06/07/24,Middle Level,210,3,1,145.79
CA,Los Angeles,Crypto.com Arena,06/07/24,Premier Level,PR06,3,2,192.43
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,316,3,1,184.2
CA,Los Angeles,Crypto.com Arena,06/07/24,Floor,FLR 7,5,2,226.11
CA,Los Angeles,Crypto.com Arena,06/07/24,Premier Level,PR02,3,2,195.1
CA,Los Angeles,Crypto.com Arena,06/07/24,Premier Level,PR05,5,2,253.18
CA,Los Angeles,Crypto.com Arena,06/07/24,Lower Level,108,7,2,160.72
CA,Los Angeles,Crypto.com Arena,06/07/24,Lower Level,109,8,2,191.7
CA,Los Angeles,Crypto.com Arena,06/07/24,Floor,Flr 6,8,2,186.28
CA,Los Angeles,Crypto.com Arena,06/07/24,Upper Level,308,6,3,89.24
CA,Los Angeles,Crypto.com Arena,06/06/24,Floor,FLR 7,1,2,282.98
CA,Los Angeles,Crypto.com Arena,06/06/24,Lower Level,113,15,2,251.29
CA,Los Angeles,Crypto.com Arena,06/06/24,Upper Level,303,10,2,203.31
CA,Los Angeles,Crypto.com Arena,06/06/24,Middle Level,208,3,2,306.56
CA,Los Angeles,Crypto.com Arena,06/06/24,Middle Level,209,3,2,135.54
CA,Los Angeles,Crypto.com Arena,06/06/24,Floor,4,10,1,430.1
CA,Los Angeles,Crypto.com Arena,06/06/24,Middle Level,209,4,3,138.65
CA,Los Angeles,Crypto.com Arena,06/06/24,Lower Level,106,17,2,228.48
CA,Los Angeles,Crypto.com Arena,06/06/24,Upper Level,310,5,2,86.33
CA,Los Angeles,Crypto.com Arena,06/06/24,Upper Level,314,4,1,123.3
CA,Los Angeles,Crypto.com Arena,06/05/24,Lower Level,111,7,1,251.1
CA,Los Angeles,Crypto.com Arena,06/05/24,Lower Level,111,7,1,249.9
CA,Los Angeles,Crypto.com Arena,06/05/24,Lower Level,111,7,2,251.29
CA,Los Angeles,Crypto.com Arena,06/05/24,Lower Level,111,7,3,259.2
CA,Los Angeles,Crypto.com Arena,06/05/24,Premier Level,PR05,1,4,365.14
CA,Los Angeles,Crypto.com Arena,06/05/24,Floor,Flr 6,1,2,337.05
CA,Los Angeles,Crypto.com Arena,06/05/24,Lower Level,108,11,2,137.08
CA,Los Angeles,Crypto.com Arena,06/04/24,Lower Level,102,8,2,214.2
CA,Los Angeles,Crypto.com Arena,06/04/24,Middle Level,207,5,2,137.7
CA,Los Angeles,Crypto.com Arena,06/04/24,Middle Level,207,5,2,156.87
CA,Los Angeles,Crypto.com Arena,06/04/24,Middle Level,207,5,2,138.65
CA,Los Angeles,Crypto.com Arena,06/04/24,Lower Level,107,15,1,152.19
CA,Los Angeles,Crypto.com Arena,06/04/24,Middle Level,205,12,2,209.67
CA,Los Angeles,Crypto.com Arena,06/04/24,Lower Level,117,13,2,201.6
CA,Los Angeles,Crypto.com Arena,06/03/24,Floor,Flr 6,9,2,355.81
CA,Los Angeles,Crypto.com Arena,06/03/24,Upper Level,306,2,3,103.46
CA,Los Angeles,Crypto.com Arena,06/02/24,Upper Level,302,8,4,114.3
CA,Los Angeles,Crypto.com Arena,06/02/24,Lower Level,108,14,2,139.17
CA,Los Angeles,Crypto.com Arena,06/01/24,Upper Level,310,5,2,86.33
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,104,12,4,281.7
CA,Los Angeles,Crypto.com Arena,06/01/24,Middle Level,207,12,2,221.4
CA,Los Angeles,Crypto.com Arena,06/01/24,Upper Level,317,6,2,211.5
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,106,14,2,328.5
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,107,12,2,279
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,108,16,2,251.1
CA,Los Angeles,Crypto.com Arena,06/01/24,Upper Level,306,6,1,101.7
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,114,14,4,210.39
CA,Los Angeles,Crypto.com Arena,06/01/24,Floor,Flr 6,4,2,498.6
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,106,18,2,323.1
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,108,11,4,309.6
CA,Los Angeles,Crypto.com Arena,06/01/24,Lower Level,105,10,2,318.6
CA,Los Angeles,Crypto.com Arena,06/01/24,Floor,4,9,2,432.9
CA,Los Angeles,Crypto.com Arena,06/01/24,Middle Level,210,3,4,154.52
CA,Los Angeles,Crypto.com Arena,06/01/24,Floor,FLR 7,10,2,226.01
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,313,10,1,161.14
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 5,17,1,381.95
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,207,8,2,334.8
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,209,12,2,297
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,302,8,2,199.8
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 5,15,4,392.4
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,209,11,6,209.52
